Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolate,Lat_Lon,Isolation_Source,Sample_Type,env_biome,Genotype,TISSUE,sex,Sample_name,collected_by,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,dev_stage,Strain,ArrayExpress-SPECIES,AssemblyName,Host,isol_growth_condt,estimated_size,Ploidy,env_feature,env_material,num_replicons,propagation,env_broad_scale,env_local_scale,env_medium,BARCODE,GEO_Accession (exp),source_name,CULTURE_COLLECTION,Tax_ID,Type,Altitude,biotic_relationship,Cultivar,Ecotype,host_body_product,Host_disease,host_genotype,host_scientific_name,host_taxid,pathogenicity,samp_mat_process,trophic_level,Sample_Description,Age,BIOMATERIAL_PROVIDER,BREED,isolation-source,health_state,host_body_habitat,host_tissue_sampled,sample_comment
SRR3177748,WGS,502,1580282446,PRJNA280606,SAMN04494416,981621330,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1592207,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:03:00Z,1,VANC/85/UBC/9,SRP056976,VANC/85/UBC/9,"Microbe\, viral or environmental",1985-04-17,Canada,North America,Canada: Terrace,VANC/85/UBC/9,54.52 N 128.61 W,BEAVER,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177750,WGS,502,842820852,PRJNA280606,SAMN04494417,503026340,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592214,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:55:00Z,1,VANC/86/UBC/3,SRP056976,VANC/86/UBC/3,"Microbe\, viral or environmental",1986-09-11,Canada,North America,Canada: Ashcroft,VANC/86/UBC/3,50.73 N 121.28 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177751,WGS,502,1323627918,PRJNA280606,SAMN04494400,946676986,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1592224,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:03:00Z,1,ATCC:50163,SRP056976,ATCC50163:89,"Microbe\, viral or environmental",1992-07-03,USA,North America,USA:Philadelphia,ATCC50163/89,39.95 N 75.17 W,cat,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177752,WGS,502,724299154,PRJNA280606,SAMN04494418,438132949,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1592230,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:55:00Z,1,VANC/87/UBC/22,SRP056976,VANC/87/UBC/22,"Microbe\, viral or environmental",1987-10-01,Canada,North America,Canada: North Vancouver,VANC/87/UBC/22,49.33 N 123.07 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177753,WGS,502,2192403676,PRJNA280606,SAMN04494419,1281104939,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592245,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:58:00Z,1,VANC/87/UBC/23,SRP056976,VANC/87/UBC/23,"Microbe\, viral or environmental",1987-11-01,Canada,North America,Canada: Prince George,VANC/87/UBC/23,53.92 N 122.75 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177754,WGS,502,1226354374,PRJNA280606,SAMN04494420,769303287,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1592255,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:56:00Z,1,VANC/87/UBC/25,SRP056976,VANC/87/UBC/25,"Microbe\, viral or environmental",1987-10-03,Canada,North America,Canada: Kelowna,VANC/87/UBC/25,49.89 N 119.50 W,human,trophozoites,giardiasis,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177755,WGS,502,1529174830,PRJNA280606,SAMN04494421,890270303,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1592263,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:00:00Z,1,VANC/87/UBC/26,SRP056976,VANC/87/UBC/26,"Microbe\, viral or environmental",1987-11-04,Canada,North America,Canada: Slocan River,VANC/87/UBC/26,49.76 N 117.47 W,BEAVER,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177757,WGS,502,850770022,PRJNA280606,SAMN04494422,600618456,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592271,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:56:00Z,1,VANC/87/UBC/27,SRP056976,VANC/87/UBC/27,"Microbe\, viral or environmental",1987-11-21,Canada,North America,Canada: Aldergrove,VANC/87/UBC/27,49.06 N 122.47 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177759,WGS,502,1103813162,PRJNA280606,SAMN04494423,665632446,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1592280,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:57:00Z,1,VANC/87/UBC/28,SRP056976,VANC/87/UBC/28,"Microbe\, viral or environmental",1987-12-01,Canada,North America,Canada: Aldergrove,VANC/87/UBC/28,49.06 N 122.47 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177760,WGS,502,721983428,PRJNA280606,SAMN04494424,514085367,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592286,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T15:57:00Z,1,VANC/87/UBC/29,SRP056976,VANC/87/UBC/29,"Microbe\, viral or environmental",1987-12-01,Canada,North America,Canada: Aldergrove,VANC/87/UBC/29,49.06 N 122.47 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177763,WGS,476,1083399324,PRJNA280606,SAMN04494425,599582814,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1592295,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:01:00Z,1,VANC/87/UBC/8,SRP056976,VANC/87/UBC/8,"Microbe\, viral or environmental",1987-08-08,Canada,North America,Canada: North Vancouver,VANC/87/UBC/8,49.33 N 123.07 W,human,trophozoites,giardiasis,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177765,WGS,502,1349080322,PRJNA280606,SAMN04494426,906920808,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1592307,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:01:00Z,1,VANC/88/UBC/34,SRP056976,VANC/88/UBC/34,"Microbe\, viral or environmental",1988-10-19,Canada,North America,Canada: Vancouver,VANC/88/UBC/34,49.28 N 123.12 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177768,WGS,502,1041558636,PRJNA280606,SAMN04494427,619748010,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1592314,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:09:00Z,1,VANC/88/UBC/35,SRP056976,VANC/88/UBC/35,"Microbe\, viral or environmental",1988-11-29,Canada,North America,Canada: Vancouver,VANC/88/UBC/35,49.28 N 123.12 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177775,WGS,502,948236334,PRJNA280606,SAMN04494401,674193189,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1592320,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:09:00Z,1,ATCC:50170,SRP056976,ATCC50170:93,"Microbe\, viral or environmental",1992-07-03,USA,North America,USA:Madison,ATCC50170/93,43.07 N 89.40 W,sheep,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177790,WGS,502,1525244170,PRJNA280606,SAMN04494428,872539166,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1592323,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:08:00Z,1,VANC/89/UBC/33,SRP056976,VANC/89/UBC/33,"Microbe\, viral or environmental",1989-10-25,Canada,North America,Canada: Vancouver,VANC/89/UBC/33,49.28 N 123.12 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177803,WGS,502,1805995200,PRJNA280606,SAMN04494429,1058524995,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1592325,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:11:00Z,1,VANC/89/UBC/36,SRP056976,VANC/89/UBC/36,"Microbe\, viral or environmental",1989-09-30,Canada,North America,Canada: Oliver,VANC/89/UBC/36,49.18 N 119.55 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177805,WGS,502,675938482,PRJNA280606,SAMN04494430,463599509,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1592328,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:08:00Z,1,VANC/89/UBC/37,SRP056976,VANC/89/UBC/37,"Microbe\, viral or environmental",1989-11-17,Canada,North America,Canada: Kitimat,VANC/89/UBC/37,54.06 N 128.64 W,human,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177816,WGS,502,839581446,PRJNA280606,SAMN04494431,499065027,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1592329,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:09:00Z,1,VANC/89/UBC/48,SRP056976,VANC/89/UBC/48,"Microbe\, viral or environmental",1989-12-20,Canada,North America,Canada: Kitimat,VANC/89/UBC/48,54.06 N 128.64 W,human,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177826,WGS,502,688907150,PRJNA280606,SAMN04494432,416403977,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592330,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:10:00Z,1,VANC/89/UBC/59,SRP056976,VANC/89/UBC/59,"Microbe\, viral or environmental",1989-02-27,Canada,North America,Canada: Nanaimo,VANC/89/UBC/59,49.17 N 123.94 W,dog,trophozoites,giardiasis,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177835,WGS,502,930929382,PRJNA280606,SAMN04494433,580688282,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1592331,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:14:00Z,1,VANC/90/UBC/47,SRP056976,VANC/90/UBC/47,"Microbe\, viral or environmental",1990-02-16,Canada,North America,Canada: Kitimat,VANC/90/UBC/47,54.06 N 128.64 W,human,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177841,WGS,502,847572784,PRJNA280606,SAMN04494434,544099301,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1592333,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:14:00Z,1,VANC/90/UBC/50_2,SRP056976,VANC/90/UBC/50_2,"Microbe\, viral or environmental",1990-03-03,Canada,North America,Canada: Creston,VANC/90/UBC/50_2,49.10 N 116.51 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177858,WGS,502,1320179680,PRJNA280606,SAMN04494435,904574785,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592335,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:15:00Z,1,VANC/90/UBC/51,SRP056976,VANC/90/UBC/51,"Microbe\, viral or environmental",1990-03-09,Canada,North America,Canada: Kitimat,VANC/90/UBC/51,54.06 N 128.64 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177862,WGS,502,974742436,PRJNA280606,SAMN04494436,685514180,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592336,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:22:00Z,1,VANC/90/UBC/54,SRP056976,VANC/90/UBC/54,"Microbe\, viral or environmental",1990-04-10,Canada,North America,Canada: Goat River,VANC/90/UBC/54,49.19 N 116.34 W,BEAVER,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177873,WGS,502,740896278,PRJNA280606,SAMN04494437,478937615,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592338,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:18:00Z,1,VANC/90/UBC/55,SRP056976,VANC/90/UBC/55,"Microbe\, viral or environmental",1990-04-10,Canada,North America,Canada: Goat River,VANC/90/UBC/55,49.19 N 116.34 W,BEAVER,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177890,WGS,502,1186488044,PRJNA280606,SAMN04494402,709674862,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1592340,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:24:00Z,1,B5/19,SRP056976,B5/19,"Microbe\, viral or environmental",1987-07-31,Canada,North America,Canada: Calgary,B5/19,51.05 N 114.07 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
