id	accession	run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	parent_study	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	description	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera	fastq_1	fastq_2	md5_1	md5_2	single_end	location	collection_date_year
SRX982618_SRR1957168	SAMN03447285	SRR1957168	SRX982618	SAMN03447285	SRS897385	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/42	VANC/90/UBC/42	VANC/90/UBC/42	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1591011190	3169345	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	abb1a1cfba9f9d7696191f18232b7515;b2b52b82b788b76bf2ee6fb9df80b493	546743265;624658727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz	abb1a1cfba9f9d7696191f18232b7515	b2b52b82b788b76bf2ee6fb9df80b493	FALSE	BC	1990
SRX982619_SRR1957169	SAMN03447286	SRR1957169	SRX982619	SAMN03447286	SRS897384	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/43	VANC/90/UBC/43	VANC/90/UBC/43	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1240666896	2471448	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	081fc47fef9921335fc50c66574c948b;e35679cd026aaea7972b9bdcf5a54307	420290945;505157916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz	081fc47fef9921335fc50c66574c948b	e35679cd026aaea7972b9bdcf5a54307	FALSE	BC	1990
SRX982620_SRR1957170	SAMN03447287	SRR1957170	SRX982620	SAMN03447287	SRS897383	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/45	VANC/90/UBC/45	VANC/90/UBC/45	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	2961334646	5899073	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	f5e9a4e2a2b4ba0e49549c4d502a53f6;b7c8a28ea1ec19f03cfada933ebacef4	1038402889;1140285283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz	f5e9a4e2a2b4ba0e49549c4d502a53f6	b7c8a28ea1ec19f03cfada933ebacef4	FALSE	BC	1990
SRX982621_SRR1957171	SAMN03447288	SRR1957171	SRX982621	SAMN03447288	SRS897382	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/46	VANC/90/UBC/46	VANC/90/UBC/46	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	886505394	1765947	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	6e646a913c51ceb99fd807e4010bd869;a831c4b80c8293d4cad8fd2b4b3152f3	322489131;369478625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz	6e646a913c51ceb99fd807e4010bd869	a831c4b80c8293d4cad8fd2b4b3152f3	FALSE	BC	1990
SRX982622_SRR1957172	SAMN03447289	SRR1957172	SRX982622	SAMN03447289	SRS897381	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/49	VANC/90/UBC/49	VANC/90/UBC/49	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1781545792	3548896	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	e9c6058d25955fb7d54ab03d34e34010;4b51a7888a2c643d0b0e4ad8eb2f1da7	630576998;765800821	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/002/SRR1957172/SRR1957172_2.fastq.gz	e9c6058d25955fb7d54ab03d34e34010	4b51a7888a2c643d0b0e4ad8eb2f1da7	FALSE	BC	1990
SRX982623_SRR1957173	SAMN03447290	SRR1957173	SRX982623	SAMN03447290	SRS897380	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/50	VANC/90/UBC/50	VANC/90/UBC/50	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1139547530	2270015	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	0771d0ad462737710b380cb88fda9d3e;0bddd43adf43810492a22bf6fe4441bd	401169043;472534871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/003/SRR1957173/SRR1957173_2.fastq.gz	0771d0ad462737710b380cb88fda9d3e	0bddd43adf43810492a22bf6fe4441bd	FALSE	BC	1990
SRX982624_SRR1957174	SAMN03447291	SRR1957174	SRX982624	SAMN03447291	SRS897379	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/52	VANC/90/UBC/52	VANC/90/UBC/52	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1698032068	3382534	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	85eebc45e7e0ab3d60625ee9473ad016;546d0475f10fc66dee89b510edf750bb	586718812;646098029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/004/SRR1957174/SRR1957174_2.fastq.gz	85eebc45e7e0ab3d60625ee9473ad016	546d0475f10fc66dee89b510edf750bb	FALSE	BC	1990
SRX982625_SRR1957175	SAMN03447292	SRR1957175	SRX982625	SAMN03447292	SRS897378	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/71	VANC/90/UBC/71	VANC/90/UBC/71	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	836955986	1667243	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	562443445487035b0b999a0ae7417140;27716e6bdb9f708505b66cc082785fef	277443147;342213997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/005/SRR1957175/SRR1957175_2.fastq.gz	562443445487035b0b999a0ae7417140	27716e6bdb9f708505b66cc082785fef	FALSE	BC	1990
SRX982626_SRR1957176	SAMN03447293	SRR1957176	SRX982626	SAMN03447293	SRS897377	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/40	VANC/90/UBC/40	VANC/90/UBC/40	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1519421472	3026736	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	d6fa3f552042c72de1a461d96d11ba86;129639efb5216b3f56328ddc3b627897	559658138;589696894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/006/SRR1957176/SRR1957176_2.fastq.gz	d6fa3f552042c72de1a461d96d11ba86	129639efb5216b3f56328ddc3b627897	FALSE	BC	1990
SRX982627_SRR1957177	SAMN03447294	SRR1957177	SRX982627	SAMN03447294	SRS897375	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/44	VANC/90/UBC/44	VANC/90/UBC/44	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	1618642274	3224387	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	059600806c170a1d90679dab50f2fa0a;a7ab0e25e207bb8efa004a049a50952a	542174978;641841311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957177/SRR1957177_2.fastq.gz	059600806c170a1d90679dab50f2fa0a	a7ab0e25e207bb8efa004a049a50952a	FALSE	BC	1990
SRX982628_SRR1957178	SAMN03447295	SRR1957178	SRX982628	SAMN03447295	SRS897376	PRJNA280606	SRP056976	PRJNA9531	SRA249579	VANC/90/UBC/60	VANC/90/UBC/60	VANC/90/UBC/60	PRJNA280606	PAIRED	unspecified	GENOMIC	WGA		Illumina MiSeq	ILLUMINA	421299484	839242	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Molecular and Whole Genome Characterization of Giardia Waterborne Isolates: Mixes Are Common in Surface Water	"Giardia samples from human, animal and water in BCCDC"	4a72b28abfb81c5c68b98b075192cd20;0e9ae792d5844f9b7f72b482645a110f	142687574;171245698	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957178/SRR1957178_2.fastq.gz	4a72b28abfb81c5c68b98b075192cd20	0e9ae792d5844f9b7f72b482645a110f	FALSE	BC	1990
SRX1144605_SRR2168393	SAMN03981846	SRR2168393	SRX1144605	SAMN03981846	SRS1030564	PRJNA280606	SRP056976	PRJNA9531	SRA289039	Goat River Beaver UBC53_merged	Goat River Beaver	VANC/90/UBC/53	PRJNA280606	PAIRED	unspecified	GENOMIC	WGS	VANC/90/UBC/53	Illumina MiSeq	ILLUMINA	1711749720	3409860	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Whole Genome Sequence of Giardia	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Whole Genome Sequence of Giardia	"Giardia samples from human, animal and water in BCCDC"	f944ea225c9d50f5936589c567669b5d;3bb9b672366ca115855d1f89f065630e	609064368;667576528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2168393/SRR2168393_2.fastq.gz	f944ea225c9d50f5936589c567669b5d	3bb9b672366ca115855d1f89f065630e	FALSE	BC	1990
SRX1154245_SRR2158266	SAMN03981847	SRR2158266	SRX1154245	SAMN03981847	SRS1037021	PRJNA280606	SRP056976	PRJNA9531	SRA289039	Goat River  beaver BV17	Goat River Beaver VANC/90/UBC/56	VANC/90/UBC/56	PRJNA280606	PAIRED	unspecified	GENOMIC	WGS	VANC/90/UBC/56	Illumina MiSeq	ILLUMINA	788939686	1571593	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; Whole Genome Sequence of Giardia	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; Whole Genome Sequence of Giardia	"Giardia samples from human, animal and water in BCCDC"	fee42e1028efb291fa265bb1d0c09e19;384fa61c9dc2f8963fe2cc52a76ccc74	291320180;321555498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2158266/SRR2158266_2.fastq.gz	fee42e1028efb291fa265bb1d0c09e19	384fa61c9dc2f8963fe2cc52a76ccc74	FALSE	BC	1990
SRX1592101_SRR3177738	SAMN04494398	SRR3177738	SRX1592101	SAMN04494398	SRS1300262	PRJNA280606	SRP056976	PRJNA9531	SRA355098	ATCC30888_13_L001_R1_001.fastq	ATCC30888:13	ATCC:30888	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	ATCC30888:13	Illumina MiSeq	ILLUMINA	2158829916	4300458	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	bee3b2444e88feeb5532222080a2a98f;33c14a3f530481ff5a44f2c0125942a9	725622607;822297293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177738/SRR3177738_2.fastq.gz	bee3b2444e88feeb5532222080a2a98f	33c14a3f530481ff5a44f2c0125942a9	FALSE	ATCC-OREGON	1985
SRX1592162_SRR3177739	SAMN04494399	SRR3177739	SRX1592162	SAMN04494399	SRS1300263	PRJNA280606	SRP056976	PRJNA9531	SRA355098	ATCC50830_120_3_R1_001.fastq	ATCC50830:120_3	ATCC:50830	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	ATCC50830:120_3	Illumina MiSeq	ILLUMINA	924922450	1842475	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	b31b7d3450be630adcb8e5fe693d88e3;acd58a837f54f3e71040b83fa8f73a2f	396303106;394294973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177739/SRR3177739_2.fastq.gz	b31b7d3450be630adcb8e5fe693d88e3	acd58a837f54f3e71040b83fa8f73a2f	FALSE	ATCC-MARYLAND	2014
